Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
352,14836447,"MD Abu Ammar","2026-02-07 10:17:48",41,11,"abammar,khaleda29412,mdmizan124"
353,15176534,"47/50 is all you need","2026-02-09 01:27:34",41,9,notnitsuj
354,14835694,"Aman Rajesh Kapoor","2026-02-17 05:01:51",41,26,aman1391
355,15107189,mihtw,"2026-02-16 00:35:34",41,26,mihtw1
356,14990989,"Martin Mbalkam","2026-02-01 18:33:34",41,3,martinmbalkam
357,15159465,foresight,"2026-02-13 11:24:14",41,14,inclusiveeeuser
358,15081858,"Devansh Rajput","2026-02-16 21:50:48",41,30,devansh66
359,14819505,AyushmanKumar819,"2026-02-13 17:29:12",41,29,ayushmankumar819
360,15181236,lingyu07,"2026-02-14 05:49:48",41,12,lingyu07
361,14853656,teamname,"2026-02-17 00:03:46",41,62,iwisly
362,15073817,Pz,"2026-02-02 09:37:30",41,1,phillipvz
363,15020823,"[Novosibirsk] Nikita Kuznetsov","2026-02-06 09:01:43",41,7,"nikitabakutov,nikitakuznetsof"
364,15177404,"Sanskar Verma","2026-02-15 22:53:07",41,10,mrearthworm
365,15191556,"create miracles","2026-02-03 05:29:59",41,1,createmiracles
366,14815545,BokingChen,"2026-02-05 04:34:35",41,15,chenbaoying
367,15134763,ASH,"2026-02-16 23:39:56",41,18,pentannnn
368,14968852,"Sahil Kabir","2026-02-16 18:32:02",41,51,kabir00
369,15190913,ChinhH,"2026-02-05 03:17:17",41,3,suzchin
370,15160691,"Han Li","2026-02-16 04:51:39",41,12,"dragonaja,hanierli"
371,15175521,"Masashi Nishimoto","2026-02-16 21:46:01",41,17,masashinishimoto
372,15197532,"Logic Reasoning Master","2026-02-04 06:09:04",41,1,logicreasoningmaster
373,14886720,pumpkin,"2026-02-16 11:20:40",41,18,gealachpumpkin
374,15152685,"Danny Tong","2026-02-07 01:00:38",41,11,dannytong2010
375,15077064,"Evan Harbaugh","2026-02-13 00:50:54",41,19,evanharbaugh
376,15172002,"Harri Somakanthan","2026-02-04 23:11:45",41,4,harriwashere
377,14853610,Panggelia,"2026-02-14 01:53:02",41,28,panggelia
378,14941569,zhuweiyuan,"2026-02-11 16:50:22",41,12,zhuweiyuan
379,15198643,"Shen Pengfei","2026-02-12 15:55:57",41,7,shenpengfei
380,14948143,那个男人,"2026-02-11 14:28:35",41,41,muran169633
381,15166638,"Jack Lee","2026-02-16 12:51:25",41,6,"co000l,tsangyiksan"
382,14952140,"Pranjal Srivastava","2026-02-11 12:21:35",41,10,pranjalsriv
383,15051766,Umut&Yusuf&Doruk,"2026-02-16 18:47:33",41,21,"dorukdorular,umutszr,yusufsertkayaysk"
384,14890117,"Minh Ky","2026-02-16 18:41:00",41,34,phamminhky
385,14798985,"Kunal Aarse","2026-02-05 18:04:35",41,48,kunalinfinite
386,15119089,"Jason Karpeles","2026-02-05 21:39:49",41,5,jasonkarpeles
387,14825581,pumpkinsm,"2026-02-15 03:32:42",41,60,pumpkinsm
388,15199252,"Qingyao Shuai","2026-02-07 05:13:50",41,3,sqqqqy
389,15203591,"Rania Monster","2026-02-06 09:08:32",41,1,raniamonster
390,15150973,"Mehedi Hasan Ruhi","2026-02-13 06:29:48",41,14,mehediruhi
391,14800615,"Hiểu Vy","2026-02-17 07:21:26",41,82,thangnm1
392,14954070,Yorushika,"2026-02-10 06:37:39",41,10,gzyztc
393,14817356,"less submissions","2026-02-16 23:09:08",41,16,jiaoyouzhang
394,14867797,"C R Suthikshn Kumar","2026-02-15 03:54:31",41,55,crsuthikshnkumar
395,15152765,"Zejie Zhang","2026-02-15 19:50:34",41,14,zejiezhang
396,14865248,"Ahmet Pamuk","2026-02-06 20:26:58",41,13,ahmeterdempamuk
397,14852026,"V _VITHURSHAN","2026-02-10 21:29:51",41,11,vvithurshan
398,15034065,ts,"2026-02-17 06:42:40",41,19,takehirosano
399,15101388,"Mohammad Shadab Alam","2026-02-17 01:04:55",41,32,outliar
400,15126778,"Alfred So","2026-02-17 02:48:32",41,25,sword4949
401,15053140,"Fab Sol","2026-02-17 00:25:03",41,27,fikreabsadmasu
402,14805935,"allen wang","2026-02-07 04:31:35",41,4,wamiottowang
403,15210998,Emre,"2026-02-11 21:32:17",41,4,emre690
404,14801335,"Md Boktiar Mahbub Murad","2026-02-13 10:07:48",41,77,mbmmurad
405,14806595,Zheng_Zong,"2026-02-13 15:19:43",41,45,zhengzong233
406,15066546,"Umer Haddii","2026-02-14 04:44:53",41,13,umerhaddii
407,14808409,AnpAn_Men,"2026-02-14 16:36:55",41,40,anpanmen
408,15129071,YujiAriyasu,"2026-02-17 00:26:18",41,15,yujiariyasu
409,14927274,"Hira Norm","2026-02-13 08:29:56",41,7,hiranorm
410,15116905,biao_cao,"2026-02-16 11:14:47",41,14,biaocao398
411,14816499,Nguyen,"2026-02-16 13:03:07",41,46,nguyennguyen599
412,14940840,jeanjean111,"2026-02-17 03:51:25",41,27,jeanjean111
413,15193366,"Muhammad Ahmed","2026-02-15 18:38:17",41,13,muhammad4hmed
414,15035223,"Anurag Kumar #2","2026-02-13 05:49:47",41,15,anuragk2001
415,15172201,"Zhang Haonan","2026-02-17 08:35:22",41,19,zhhaon
416,14976574,Vibhatsu,"2026-02-16 15:36:08",41,39,vibhatsu
417,15221938,zhangc9907,"2026-02-10 12:21:59",41,1,zhangc9907
418,15228558,capogaea6,"2026-02-10 15:45:34",41,1,capogaea6
419,14804280,wwwwzz,"2026-02-10 16:32:45",41,15,wwwwzz
420,14881688,lemTree,"2026-02-11 03:12:34",41,1,lemtree
421,14926343,Oralia,"2026-02-16 04:16:05",41,30,"chenli214,circlejy,jrb0619,lvbingrong,lzongyuan,oralia,paders,ssqqzs123"
422,14925357,"JIXIN MIN","2026-02-13 00:18:51",41,65,jixinmin
423,14970092,donaldxu,"2026-02-15 12:02:52",41,10,abc1705
424,14990048,"Mahmoud Elshahed","2026-02-12 18:19:34",41,5,letemoin
425,15232270,Deanru,"2026-02-11 08:06:29",41,1,deanru
426,15220687,"Fathma Mehnoor","2026-02-14 11:48:12",41,4,fathmamehnoor
427,14805595,techtech69,"2026-02-17 06:57:02",41,23,techtech69
428,15233189,ShaneEh,"2026-02-11 10:41:20",41,1,shaneeh
429,15233723,yiyu0716,"2026-02-11 12:57:10",41,1,yiyu0716
430,15234286,lrmzva,"2026-02-11 14:46:27",41,1,lrmzva
431,15235875,Kennedyvw,"2026-02-11 21:25:06",41,1,kennedyvw
432,15236047,Clyattrf,"2026-02-11 22:34:58",41,1,clyattrf
433,15236188,Brendanson,"2026-02-11 23:34:07",41,1,brendanson
434,15236469,speerpx,"2026-02-12 01:44:06",41,1,speerpx
435,15236570,garekd8,"2026-02-12 02:29:36",41,1,garekd8
436,15236638,Arnolday,"2026-02-12 02:53:03",41,1,arnolday
437,14809792,Aneesh,"2026-02-13 03:45:16",41,67,aneeshmukkamala
438,15239243,tramelkv,"2026-02-12 13:23:39",41,1,tramelkv
439,15239381,Johnstonhb,"2026-02-12 13:49:46",41,1,johnstonhb
440,15239507,Mckenneyjz,"2026-02-12 14:13:41",41,1,mckenneyjz
441,15239747,Elizabeth,"2026-02-12 14:49:43",41,1,elizabethrch
442,15221885,"Mikhail Karchevskiy","2026-02-16 16:39:51",41,3,suvalex
443,15240140,Mcfallam,"2026-02-12 15:28:37",41,1,mcfallam
444,15176754,"Nat Bel ML Fun","2026-02-15 20:00:46",41,16,natbel4ml
445,15241803,Millskm,"2026-02-12 20:06:34",41,1,millskm
446,15216192,"Alex Stanciu","2026-02-16 09:53:17",41,9,alexcstanciu
447,15196093,nyanracingcat,"2026-02-17 00:07:01",41,9,earl28
448,15167355,"Peter CXL","2026-02-17 00:43:58",41,19,a6893676
449,15212516,SYC,"2026-02-17 07:23:01",41,7,yichengs
450,14905843,Tanmay,"2026-02-17 03:09:59",41,38,tanmaysah
451,15216534,"Jack Saleeby","2026-02-17 01:13:23",41,5,jacksaleeby
452,15201551,harrywhalen,"2026-02-17 05:09:00",41,4,harrywhalen
453,14820058,"Antoniu Gugu","2026-02-15 10:11:21",41,30,antoniu
454,15216455,"Daniel Franzen","2026-02-16 23:13:36",41,6,dfranzen
455,15194027,"Θανάσης κοτζαασλαν","2026-02-15 02:18:34",41,5,oufouk2
456,14799340,"Emrullah AYDOGAN","2026-02-17 05:30:10",41,9,emrullahaydogan
457,14872218,littlehorse,"2026-02-15 07:16:42",41,26,xiaomaguo
458,14820462,SakrNtl,"2026-02-16 17:21:47",41,3,sakrntl
459,14805820,yohannes,"2026-02-16 10:20:55",41,6,yohannesmelese
460,14806094,"Felix Yu","2026-02-17 02:07:57",41,54,renman
461,14822716,IceBeam777,"2026-02-16 23:59:09",41,29,icebeam777
462,15183391,PyJa,"2026-02-17 04:01:56",41,6,pixiux
463,15259379,"Bharath R","2026-02-17 05:48:37",41,2,bharath562
464,14801510,JK-Piece,"2026-02-16 22:16:52",40,87,jeannkouagou
465,14865425,"Max & Omnis","2026-01-15 14:06:08",40,34,max6296
466,14799123,"Catalin Hanga","2026-02-16 21:46:47",40,84,catalinhanga
467,15016624,"[Deleted] b1292eb1-dda0-4fe2-9b38-904fa6a6da8a","2026-01-14 00:38:32",40,22,del=78152caa266a77c8
468,14873387,edna891,"2026-02-03 11:20:42",40,46,edna891
469,14881140,"Kumar Deblin","2026-02-06 11:38:02",40,20,kumardeblin
470,14905437,Tariq24,"2026-01-09 17:36:23",40,11,tariq24
471,14870697,ZaynYu,"2026-02-15 08:43:38",40,57,zaynyu
472,14837638,gguillard,"2026-02-06 22:24:36",40,37,gguillard
473,14799375,Darragh,"2026-02-14 12:17:36",40,44,"darraghdog,igitman,ivainn"
474,14999557,"Bhatke hue Bhoot","2026-02-17 02:43:05",40,19,"manaslol,rookie27,souhardyatalukdar"
475,14940651,"Mathy 68","2026-02-16 18:19:08",40,20,shubham068
476,15012211,Kujaomega,"2026-01-20 11:17:06",40,3,kujaomega
477,14821656,lolzpo,"2026-02-13 15:28:21",40,21,lolzpo
478,14818872,Shiner,"2026-02-06 08:08:29",40,20,judith007
479,14939734,RHarshith,"2026-01-25 18:44:39",40,20,rharshith072
480,14809083,Arm42,"2026-01-27 14:47:54",40,22,saurabhrai1729
481,14809791,FacciaML,"2026-01-28 15:09:27",40,24,"giuliorav,tommasofougier"
482,15001531,"[Deleted] 39f2cdcd-0c94-4169-b0f0-38fb14a06f00","2026-01-13 21:01:47",40,14,del=ec1784931f171659
483,14825709,Miao,"2026-02-16 10:12:48",40,16,"nxxxxxxx,zhengcaowu"
484,14849267,wxu330,"2026-01-13 23:00:26",40,11,wxu330
485,14817008,1!,"2026-02-13 17:20:35",40,19,ibrahimqasimi
486,14897757,"Naing Lin Wai","2026-01-15 09:21:03",40,18,nainglinwai
487,14858478,seniorpine,"2026-02-14 03:50:15",40,31,seniorpine
488,14803212,"Smart Manoj","2026-02-05 00:04:16",40,28,smartmanoj
489,14819300,sanyul,"2026-01-16 15:18:53",40,38,sanyul
490,14812202,hongan,"2026-02-10 16:26:22",40,58,honganzhu
491,14825164,"Vivek Pandey","2026-02-07 11:16:24",40,34,thevivekpandey
492,14905384,Palash14,"2026-01-14 03:11:07",40,19,palash14
493,14821845,"Roland Luethy","2026-01-21 04:16:26",40,16,rluethy
494,15067056,"[Deleted] 0617fcec-37e2-442d-892c-2964a6888ce5","2026-01-09 21:45:03",40,3,del=0fb928975cf60d21
495,14883111,SenkuLabs,"2026-02-13 23:48:19",40,50,bachhg
496,15027282,"Chase Rendall","2026-01-14 01:56:05",40,17,chaserendall
497,14824335,TFI,"2026-01-26 13:50:27",40,24,tobyfarrellindralie
498,14799743,"Tong Hui Kang","2026-02-16 07:52:08",40,84,huikang
499,14968873,"Quan Vu","2026-01-14 15:45:59",40,9,quan0095
500,14834554,shion,"2026-01-09 00:59:56",40,17,k0tame
501,14828652,"Luận Lương Văn","2026-01-14 01:52:50",40,12,lunlngvn
502,14799296,Ashraf,"2026-02-17 00:17:59",40,13,ashrafreda
503,14937393,Switch9527,"2026-01-22 13:42:03",40,9,switch9527
504,14972524,Noizersam,"2026-01-08 17:54:26",40,10,noizersam
505,14807938,RocketScience,"2026-02-17 03:13:21",40,47,ystrangex
506,14816984,"Oliver Su","2026-01-24 18:54:15",40,36,oliversu
507,15016767,stefanoclss,"2026-02-17 08:05:22",40,18,"stefanoclss,williamalabi"
508,14800792,"Fahd Alghanim","2026-02-08 08:32:50",40,23,fahadalgorithm
509,14991351,"Muhammad Tahir Zia","2026-02-07 13:06:18",40,27,muhammadtahirzia
510,14888673,"а вам всё расскажи","2026-01-27 17:26:42",40,13,timo13113
511,15080588,Domino,"2026-01-11 00:22:18",40,1,domino25
512,14955218,jordan93,"2026-02-12 09:18:39",40,2,xiyuanliu
513,15061967,"Team X","2026-02-01 04:46:06",40,18,"tlyleung,youyue123"
514,15049161,ChrisCC,"2026-01-16 06:57:11",40,7,chriscc
515,14800351,"Quan Nguyen","2026-01-21 16:57:04",40,40,quannguyn12
516,14803202,"Nguyễn Giáp","2026-01-13 01:51:35",40,23,nguyngip
517,14812208,"Nikoo Yu","2026-02-16 19:17:11",40,7,nikooyu
518,15013860,"🎆 Happy New Year!","2026-02-11 03:18:32",40,31,"chronoscop,lechengyan"
519,14800423,"If the memories are...","2026-01-19 17:47:43",40,51,bibanh
520,14816325,OmegaAI,"2026-01-21 19:29:12",40,28,"abdullahsabrifayed,ahmedaymanalameldin,eslamreda542"
521,15055197,"Utsav Kunwar","2026-01-15 10:06:44",40,6,utsavkunwar
522,15082232,"Yelarys Yertaiuly","2026-02-14 16:44:22",40,16,yelarysyertaiuly
523,14799408,gromml,"2026-02-04 10:04:37",40,5,gromml
524,15033916,yukanglimofficial,"2026-02-17 04:19:33",40,12,yukanglimofficial
525,14800754,dynamic24,"2026-02-17 00:05:46",40,88,dynamic24
526,15055662,arazin,"2026-02-10 00:08:31",40,20,arazin
527,15065275,sheyilian11,"2026-01-13 08:40:56",40,3,sheyilian11
528,14799764,B.S.Kishore,"2026-02-10 06:13:20",40,6,nanobiotechguy
529,14803879,"Rongsheng Wang","2026-02-15 11:47:39",40,39,rongshengwang
530,14826578,zxc123cc,"2026-02-15 15:01:26",40,10,zxc123cc
531,14802913,cyang2020,"2026-02-12 01:31:40",40,61,cyang2020
532,14802439,"Xiaolei Lian","2026-01-14 03:23:09",40,6,xiaoleilian
533,14911892,"Maika Jusu","2026-02-12 12:10:23",40,14,maikajusu
534,15089667,shineminkhant31,"2026-01-13 10:21:25",40,1,shineminkhant31
535,14824356,"Sam Green 2046","2026-02-13 08:38:01",40,14,samgreen2046
536,14819159,"Gabriel Mirea","2026-01-14 20:23:53",40,28,gabrielmirea
537,15026629,yogesh,"2026-01-24 20:11:32",40,19,yogeshkd
538,15086858,"Lim Yu Xin","2026-02-17 03:56:57",40,10,limyuxin
539,15091042,Han,"2026-01-14 02:15:06",40,1,han21400
540,14833326,QxxLwd,"2026-01-16 09:44:00",40,15,"idnewnil2,xianxuqiu"
541,14867478,nny_temirlan09A,"2026-01-26 15:05:03",40,18,nnytemirlan09a
542,15094672,"Thin Nwe Soe","2026-01-14 10:56:44",40,1,thinnwesoe
543,15079943,Patrick,"2026-01-17 14:55:45",40,2,patricklaokul
544,14803915,AIMOx,"2026-02-06 05:04:32",40,20,kashyapsinhgohil
545,14962429,"Ravi Krishna K","2026-02-04 10:43:36",40,16,ravikrishnak
546,14998462,GriffinAI,"2026-02-17 03:36:39",40,46,griffinai
547,14846350,xulanlin,"2026-01-19 01:53:14",40,6,xulanlin
548,14805310,MakiseK,"2026-01-16 01:55:23",40,21,makisek
549,14804833,Prabhpreet_Singh5,"2026-02-15 12:38:53",40,19,"himanshusardana2,prabhpreetsingh5"
550,14843777,Mufasa,"2026-02-15 12:46:07",40,47,mufasasimon
551,14808302,"Oleg Panichev","2026-02-05 23:49:10",40,17,opanichev
552,14963703,"Evgeny Nekrasov","2026-01-26 00:20:07",40,12,nekrasov
553,14964270,"Amitay Bagon","2026-01-15 16:25:20",40,7,amitaybagon
554,14843459,"Kobe Python","2026-01-15 22:48:46",40,1,amitprasad
555,15099720,SeSDA,"2026-01-30 07:45:01",40,5,kimura0415
556,14826233,231,"2026-01-29 08:34:07",40,27,"giftia,voltalemon"
557,14799164,TGCF,"2026-02-06 18:37:45",40,26,fxlcee
558,14841377,"machine reality","2026-02-15 16:05:19",40,67,machinereality
559,14803098,"Tony Li","2026-02-13 21:23:06",40,47,tonylica
560,14812945,"Nawfeel Rahman","2026-02-07 18:02:30",40,16,nawfeelrahman1124444
561,15090488,StackSmasher,"2026-01-19 12:39:02",40,3,tryingagain
562,14972256,shaochenjie,"2026-02-16 08:18:48",40,33,ithassalreadytaken
563,15000905,TaKi,"2026-01-18 08:32:47",40,2,jinjieqiu
564,14895784,PaulB,"2026-02-15 13:21:41",40,20,riverrun
565,15100847,"Renjie Luo123","2026-01-20 06:15:16",40,3,renjieluo123
566,14913021,"Waleed Ijaz","2026-02-09 16:31:32",40,13,waleedejaz
567,14834856,"Chekhlov Dmitrii","2026-02-07 10:38:25",40,21,zoli800
568,14809779,"Akhila datta dola","2026-01-18 17:14:03",40,4,akhiladatta
569,14908456,"Chris Russell","2026-02-06 18:10:27",40,25,chrisrussell1
570,14818076,"HΣM ΔKΔRΔPU","2026-01-25 05:25:02",40,22,hemakarapu
571,14804072,"Ayman Hamed","2026-02-17 03:58:36",40,80,ayman3000
572,14892911,"Phong Khổng Hoàng","2026-02-10 01:30:35",40,13,phongkhonghong
573,14879987,"romano amt","2026-02-14 11:45:48",40,41,romanoamt
574,15109488,"Rickey Irish","2026-02-16 01:05:46",40,16,rickeyirish
575,15113534,"Qúy Nguyễn","2026-01-19 16:56:46",40,2,qynguyn
576,14828957,NeoNa,"2026-01-29 21:34:49",40,22,"bogdantkach,illiapaliienko,klucly,nektonekks,talokinx"
577,14824061,twotodevnull,"2026-02-15 07:30:22",40,7,twotodevnull
578,15115122,"Wise Fancy","2026-02-16 03:45:35",40,9,wisefancy
579,14804526,wuzhiqiang01,"2026-01-20 11:52:36",40,3,wuzhiqiang01
580,14921597,"John Doe","2026-02-13 23:31:59",40,4,stupfi
581,14817293,"Gustavo Vicente","2026-02-02 03:25:19",40,24,bustavo
582,15107348,Bruce,"2026-01-23 02:23:58",40,3,bruceqdu
583,14843457,Dead4an,"2026-01-21 19:57:49",40,8,dead4an
584,15059871,"VAIBHAVI PATEL","2026-01-21 22:37:40",40,5,vaibhavipatel10
585,15123285,Ant,"2026-01-22 04:09:30",40,2,anthonytrevino
586,15001421,"Abdul wahab Khan","2026-01-22 08:52:04",40,7,abdulwahab2321
587,14820135,"Kaiser Mukhtiar","2026-01-22 08:57:26",40,2,kaiserm
588,15128672,LiangJieLong,"2026-01-28 07:36:46",40,5,liangjielong125
589,15129297,Dante,"2026-01-30 03:59:54",40,6,tawaragiyuhei
590,14798989,Ariocx,"2026-01-26 12:31:19",40,3,ariocx
591,15107619,TANYIFANTHU,"2026-02-15 15:04:12",40,21,tanyifanthu
592,14804538,Kh0a,"2026-01-22 18:17:33",40,7,llkh0a
593,15052517,Valentina,"2026-02-17 04:04:14",40,34,valecc
594,14803427,kuma-s,"2026-02-09 21:01:33",40,14,shunsakukumagai
595,14841379,954,"2026-01-23 01:58:21",40,2,lipeiheng001
596,15028588,"Harsh Bari","2026-01-31 03:56:43",40,15,harshbari
597,14990638,"[Deleted] 9c431b9c-9df7-471e-ab63-9b95d51271db","2026-01-23 04:36:15",40,19,del=bccb0d2cb9eaa72a
598,14954973,"Ying Kang","2026-02-13 03:11:22",40,14,botdehest
599,15079847,ZULQAR.,"2026-02-14 21:10:14",40,7,johndoe2011
600,14825781,"Алихан Мухаметкали","2026-01-27 08:08:27",40,6,fichka
601,14981650,"Ritwika Kancharla","2026-02-11 00:02:53",40,3,ritwikakancharla
602,14968326,fuzzycoder3794,"2026-01-23 17:20:52",40,5,fuzzycoder3794
603,14800441,"Not a test","2026-02-13 19:42:42",40,42,omarafik
604,15111919,"Valentin Nikotin","2026-02-16 10:54:45",40,28,rednikotin
605,14821382,"Musab Ahmed","2026-02-12 09:25:37",40,13,musabyagoub
606,14893525,"DaoHe Liu","2026-01-25 07:25:40",40,15,daoheliu
607,14801014,gandalfhaha,"2026-01-25 07:52:12",40,1,gandalfhaha
608,14803072,YANGJIAHUA,"2026-01-26 13:15:18",40,8,yangjiahua
609,14864365,vividmind,"2026-02-10 06:02:41",40,4,frozenorb
610,14962566,aigood,"2026-01-26 07:19:46",40,18,aigood
611,15140883,"Intelligence Gear","2026-02-04 09:21:41",40,5,itgear
612,15142744,RustyB,"2026-01-25 20:51:02",40,1,rustyb
613,15111002,AAA-建材批发旭哥,"2026-01-26 10:33:55",40,2,aaawenxu
614,15000554,"Kumaran K","2026-01-27 02:28:23",40,15,kumarandatascientist
615,15009084,fuxiangting,"2026-01-27 14:18:46",40,6,fuxiangting
616,14977693,"Naga Satya","2026-02-15 12:06:58",40,21,nagasatya12
617,14858048,seowoohyeon,"2026-02-12 11:59:42",40,6,seowoohyeon
618,15144359,siahuat0727,"2026-02-08 05:54:23",40,5,siahuat
619,14922234,mhl007,"2026-02-03 01:08:24",40,51,mhl007
620,14801006,"Anthony Nwafor","2026-02-16 17:12:55",40,34,anthonynnagbo
621,15165391,AnnaXShang,"2026-02-10 23:04:46",40,2,annaxshang
622,14816782,"Aboubakry Ly","2026-02-10 20:58:20",40,23,aboubakryly
623,14803310,LiuWanlong,"2026-01-29 05:52:02",40,13,liuwanlong111
624,14806831,"bert vdb","2026-01-31 21:01:35",40,3,brtvandenbroeck
625,15066971,"AAntonio's Gaming","2026-02-11 18:35:56",40,5,aantoniosgaming
626,14817338,"Alpha Compute","2026-02-15 20:22:41",40,12,"neilvirani,vedicmukherjee"
627,14892814,shinlong,"2026-02-11 03:23:11",40,13,shinlong
628,14843163,jmgv,"2026-01-30 06:06:24",40,3,jmgv00
629,15087893,"Azmain Adeeb","2026-02-04 06:36:43",40,9,azmaininqiadadeeb
630,15171327,"Koustubh B Kulkarni","2026-01-31 02:36:13",40,2,koustubhbkulkarni
631,15172102,"Vyacheslav Shen","2026-01-30 10:40:13",40,1,vyacheslavshen
632,15171087,"Khang Lê","2026-02-05 16:41:32",40,2,ldkhang1201
633,15127600,KimGoing,"2026-01-30 22:40:26",40,1,kerrykim
634,15175979,"choryau Yan","2026-01-31 05:37:34",40,1,choryauyan
635,15092198,EWang10532,"2026-02-01 03:08:17",40,2,ewang10532
636,14802298,"Stable just like a older dog","2026-02-14 09:55:03",40,27,lau01b
637,14809775,"Prashant Limba","2026-02-07 02:18:12",40,36,prashantlimba
638,15123433,"Sedat GOLGİYAZ","2026-02-16 23:35:33",40,10,sedatgolgyaz
639,15106517,fine_8102,"2026-02-02 03:52:45",40,2,fearless001
640,15170949,chalengr,"2026-02-03 07:18:22",40,4,chalengr
641,15093432,Goge052215,"2026-02-03 04:54:19",40,4,jiexusheng20bz
642,15176235,"Natapong Nitarach (Schwyter)","2026-02-17 03:21:53",40,18,natnitarach
643,15184137,"Mostafa ElAraby","2026-02-16 01:34:13",40,7,mostafaelaraby
644,15177874,Yukki_Moru,"2026-02-16 11:26:03",40,16,yukkimoru
645,15167617,Mattpelor,"2026-02-16 02:07:53",40,19,mattpelor
646,15181703,"Mohamed Wez","2026-02-02 10:16:22",40,2,mohamedwez
647,15098333,maweijiao,"2026-02-13 22:22:35",40,13,maweijiao
648,14836702,"Mike Kondrashov","2026-02-02 13:22:09",40,9,m1ck0n
649,15188067,Koi,"2026-02-03 02:32:49",40,2,flashba
650,15114387,"Rachid Caich","2026-02-12 00:49:08",40,3,rachidcaich
651,14927591,wjfwjf,"2026-02-06 16:51:10",40,5,iwillfindthatgirl
652,15092971,Baseline,"2026-02-11 10:18:34",40,10,algohertz
653,14949975,Mehrdad_LU,"2026-02-10 19:36:03",40,41,mehrdadal2023
654,15055696,agwermann,"2026-02-10 22:44:44",40,15,agwermann
655,15053945,nendo0325,"2026-02-17 03:37:49",40,31,nendo0325
656,15192370,"Mutian Hong","2026-02-06 07:17:40",40,2,hongori
657,15187812,"Vadim Borisov","2026-02-17 08:30:08",40,12,hireme
658,14819698,ammarali32,"2026-02-04 11:49:51",40,16,ammarali32
659,15196175,"Batuhan Özdemir","2026-02-03 22:10:53",40,1,iamnotindangerskyler
660,15155288,"Son Pham","2026-02-16 23:03:52",40,11,sonphamorg
661,15197358,"Prince of Lanling","2026-02-05 01:46:54",40,2,zjm271441
662,15198772,"Liu Jiahao","2026-02-17 01:19:23",40,13,opencv411
663,14813028,"MarkDjadchenko 590891","2026-02-04 11:45:46",40,1,markdjadchenko
664,14824800,"yemao ye","2026-02-15 17:18:24",40,12,yemaoye
665,14823430,"junseok lee","2026-02-04 23:49:12",40,10,jaslee2
666,15201818,Bakuer30,"2026-02-17 07:16:06",40,12,bakuer30
667,15042582,zzllusa,"2026-02-17 00:08:46",40,41,zzllusa
668,14803918,stunningvn,"2026-02-11 02:36:14",40,32,dedquoc
669,14825367,ForcewithMe,"2026-02-08 07:38:45",40,6,forcewithme
670,15181809,"Kristian Weegink","2026-02-17 07:22:59",40,15,kristianweegink
671,14819893,Pietro,"2026-02-09 17:52:25",40,27,pietro002
672,15182806,qqqqqqqqqqqp,"2026-02-16 11:08:20",40,12,qqqqqqqqqqqp
673,14882638,"Space button pushers","2026-02-16 22:51:10",40,45,"anastasiialukianenko,konstantinkuzmichev,maksymkopystko,popikeyshen,yevhentatarynov"
674,14871863,"irina p","2026-02-16 19:34:07",40,19,piirina
675,14953777,maesaer,"2026-02-13 07:48:12",40,40,maesaer
676,14811960,"Horikita Saku","2026-02-15 16:16:37",40,31,horikitasaku
677,14892546,李BCDEFGA,"2026-02-06 05:30:49",40,3,bcdefga
678,15022980,"Samyakraj Bayar","2026-02-16 14:02:36",40,10,samyakrajbayar
679,14802519,BJBA99,"2026-02-16 11:20:23",40,86,bjba99
680,14815607,"Yasser Othman","2026-02-16 10:23:58",40,82,yasserothman
681,14977281,Flouka,"2026-02-16 19:18:29",40,10,mohamedtoukabri
682,14850708,"SHUBHOJIT NASKAR","2026-02-16 19:46:51",40,20,shubhojitnaskar
683,14807010,Mathing,"2026-02-16 10:59:18",40,78,"kishanvavdara,mahdiseddigh,mehranazad,tom99763"
684,15213001,echoverse1,"2026-02-07 14:36:20",40,1,echoverse1
685,14826138,"Muhammad Ibrahim","2026-02-09 15:31:27",40,11,muhammadibrahim3093
686,14896335,"Abid Munna","2026-02-16 14:13:11",40,11,abidmunna
687,15209509,ZIWEI3525,"2026-02-16 07:13:17",40,9,ziwei3525
688,14846150,JavaZero,"2026-02-13 17:52:37",40,17,jimmyisme1
689,15182648,"Yusaku Muroya","2026-02-15 05:07:29",40,11,ymuroya47
690,15093950,Jiaoooooo,"2026-02-13 03:39:53",40,14,jiaoooooo
691,15201444,grubbylu,"2026-02-15 20:02:28",40,3,grubbylu
692,14875705,"Nikhil US","2026-02-14 14:44:27",40,4,hydrogen777
693,14816451,"Rauf Amirov","2026-02-15 23:50:40",40,7,raufamirov
694,14803913,"Dipankar Mitra","2026-02-16 20:35:48",40,28,dipankarthekohda
695,14895327,"qianbao hou","2026-02-09 06:19:54",40,3,qianbaohou
696,14803883,"Meenal Sinha","2026-02-16 05:09:14",40,15,meenalsinha
697,15222100,lakint301,"2026-02-09 11:44:16",40,1,lakint301
698,14850631,Gustardust,"2026-02-12 04:58:35",40,11,gustardust
699,14848456,TO,"2026-02-11 04:47:55",40,5,ktozzw
700,14808509,🫠konita🫠,"2026-02-16 09:22:40",40,16,konitac
701,15230731,porterrz,"2026-02-10 23:36:24",40,1,porterrz
